City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
232,Neuquen,AR,-38.9516,-68.0591,91.4,22,0,3.44,clear sky,2021-01-17 23:00:30
233,Akdagmadeni,TR,39.6603,35.8836,22.23,96,100,6.06,overcast clouds,2021-01-17 23:04:09
234,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.81,93,42,0.78,moderate rain,2021-01-17 23:04:09
235,Ust-Tsilma,RU,65.441,52.1498,-15.07,89,90,3.38,overcast clouds,2021-01-17 23:04:10
236,Coihaique,CL,-45.5752,-72.0662,62.6,55,75,10.36,broken clouds,2021-01-17 23:04:10
237,Saint-Francois,FR,46.4154,3.9054,36.0,100,90,3.44,overcast clouds,2021-01-17 23:04:10
238,Mount Gambier,AU,-37.8333,140.7667,57.2,94,75,14.97,broken clouds,2021-01-17 23:04:10
239,Venado Tuerto,AR,-33.7456,-61.9688,78.01,30,0,6.96,clear sky,2021-01-17 23:00:08
240,Iqaluit,CA,63.7506,-68.5145,-14.8,70,20,5.75,few clouds,2021-01-17 23:00:14
241,Paralimni,CY,35.0375,33.9833,51.01,75,20,3.44,few clouds,2021-01-17 23:04:11
242,Martinez,US,38.0194,-122.1341,75.2,29,1,4.61,clear sky,2021-01-17 23:04:11
243,Kununurra,AU,-15.7667,128.7333,84.2,65,35,4.61,scattered clouds,2021-01-17 23:01:50
244,Tinalmud,PH,13.5941,122.878,77.65,84,72,15.32,light rain,2021-01-17 23:04:11
245,Warrnambool,AU,-38.3833,142.4833,60.01,91,97,1.01,overcast clouds,2021-01-17 23:04:11
246,Humaita,BR,-7.5061,-63.0208,78.1,89,96,1.83,overcast clouds,2021-01-17 23:04:12
247,Terrace,CA,54.5163,-128.6035,41.0,93,75,9.22,light rain,2021-01-17 23:04:12
248,Kirkwall,GB,58.9848,-2.9587,41.0,87,40,18.41,scattered clouds,2021-01-17 23:04:12
249,Gwadar,PK,25.1216,62.3254,66.83,78,0,5.44,clear sky,2021-01-17 23:02:43
250,Iranshahr,IR,27.2025,60.6848,54.79,41,0,2.37,clear sky,2021-01-17 23:04:12
251,Lawton,US,34.6087,-98.3903,55.4,22,1,8.05,clear sky,2021-01-17 23:04:13
252,Gobabis,NA,-22.45,18.9667,72.82,34,80,9.66,broken clouds,2021-01-17 23:04:13
253,Ardesen,TR,41.1911,40.9875,44.6,87,90,14.97,moderate rain,2021-01-17 23:02:06
254,Yabrud,SY,33.9674,36.6574,44.6,87,40,13.8,scattered clouds,2021-01-17 23:04:13
255,Nicoya,CR,10.1483,-85.452,87.8,48,20,11.5,few clouds,2021-01-17 23:04:13
256,Hanna,CA,51.6334,-111.9018,35.6,87,94,8.05,overcast clouds,2021-01-17 23:04:13
257,Faya,SA,18.3851,42.4509,55.4,87,0,6.91,clear sky,2021-01-17 23:04:14
258,Rawson,AR,-43.3002,-65.1023,67.33,52,23,11.07,few clouds,2021-01-17 23:04:14
259,Lompoc,US,34.6391,-120.4579,80.01,22,0,12.66,clear sky,2021-01-17 23:04:14
260,Caravelas,BR,-17.7125,-39.2481,76.21,83,0,6.51,clear sky,2021-01-17 23:02:19
261,Cabo San Lucas,MX,22.8909,-109.9124,78.8,31,1,8.05,clear sky,2021-01-17 23:02:37
262,Timmins,CA,48.4669,-81.3331,6.8,78,75,4.61,broken clouds,2021-01-17 23:04:14
263,Novo Aripuana,BR,-5.1206,-60.3797,80.73,72,67,2.3,broken clouds,2021-01-17 23:04:15
264,Akyab,MM,20.15,92.9,62.22,77,0,7.14,clear sky,2021-01-17 23:04:15
265,Da Nang,VN,16.0678,108.2208,68.0,73,40,9.22,light rain,2021-01-17 23:04:15
266,Saint Anthony,US,45.0205,-93.218,21.99,86,90,3.44,overcast clouds,2021-01-17 23:04:15
267,Anloga,GH,5.7947,0.8973,82.4,83,40,6.91,scattered clouds,2021-01-17 23:04:16
268,Ugoofaaru,MV,5.6667,73.0,81.59,76,32,11.45,scattered clouds,2021-01-17 23:04:16
269,Contai,IN,21.7786,87.7536,59.05,71,8,5.12,clear sky,2021-01-17 23:04:16
270,Klaksvik,FO,62.2266,-6.589,33.8,93,75,16.11,light rain,2021-01-17 23:04:16
271,Oktyabrskiy,RU,54.4815,53.471,-10.62,89,59,2.51,broken clouds,2021-01-17 23:04:16
272,Le Mans,FR,48.0,0.2,33.8,93,0,2.3,clear sky,2021-01-17 23:04:16
273,Mayskiy,RU,47.6931,40.1025,17.6,93,90,13.42,heavy snow,2021-01-17 23:04:17
274,Liku,ID,-0.7275,119.8922,75.87,71,100,1.32,overcast clouds,2021-01-17 23:04:17
275,Tambacounda,SN,13.7539,-13.7586,78.8,14,0,9.22,clear sky,2021-01-17 23:04:17
276,Manzanillo,CU,20.3433,-77.1167,77.27,72,100,4.85,overcast clouds,2021-01-17 23:04:17
277,Bambous Virieux,MU,-20.3428,57.7575,80.01,78,75,11.5,broken clouds,2021-01-17 23:04:17
278,Saint George,US,37.1041,-113.5841,61.0,24,1,0.2,clear sky,2021-01-17 23:00:10
279,Karasburg,NA,-28.0167,18.75,73.33,34,0,9.57,clear sky,2021-01-17 23:04:18
280,Umm Lajj,SA,25.0213,37.2685,66.99,51,0,9.4,clear sky,2021-01-17 23:04:18
281,Sinegorsk,RU,47.1667,142.5,3.2,78,75,11.18,light snow,2021-01-17 23:04:18
282,Puerto El Triunfo,SV,13.2833,-88.55,93.2,40,20,5.75,few clouds,2021-01-17 23:04:18
283,Lorengau,PG,-2.0226,147.2712,84.97,74,82,15.19,broken clouds,2021-01-17 23:04:19
284,Inhambane,MZ,-23.865,35.3833,78.49,89,100,5.39,light rain,2021-01-17 23:04:19
285,Manaure,CO,11.7751,-72.4445,81.55,61,8,14.23,clear sky,2021-01-17 23:04:19
286,Grand Gaube,MU,-20.0064,57.6608,80.01,79,98,7.0,overcast clouds,2021-01-17 23:04:19
287,Dunedin,NZ,-45.8742,170.5036,64.0,49,78,13.0,broken clouds,2021-01-17 22:59:28
288,Pierre,US,44.3683,-100.351,39.2,48,1,9.22,clear sky,2021-01-17 23:00:58
289,Qixingtai,CN,30.4135,111.8874,34.0,83,0,3.24,clear sky,2021-01-17 23:04:20
290,San Carlos,VE,9.6612,-68.5827,78.87,55,56,3.31,broken clouds,2021-01-17 23:04:20
291,Plettenberg Bay,ZA,-34.0527,23.3716,64.87,89,18,7.36,few clouds,2021-01-17 23:04:20
292,San Martin,AR,-33.081,-68.4681,86.0,16,0,5.75,clear sky,2021-01-17 23:04:20
293,Honiara,SB,-9.4333,159.95,86.67,65,76,7.58,broken clouds,2021-01-17 23:04:21
294,Nago,JP,26.5881,127.9761,55.4,67,90,3.44,overcast clouds,2021-01-17 23:04:21
295,Burnie,AU,-41.0667,145.9167,60.98,66,83,14.2,broken clouds,2021-01-17 23:04:21
296,Muroto,JP,33.2833,134.15,28.4,74,20,6.91,few clouds,2021-01-17 23:00:37
297,Bilibino,RU,68.0546,166.4372,-28.21,82,86,1.86,overcast clouds,2021-01-17 23:04:22
298,Ambanja,MG,-13.6833,48.45,75.63,90,47,2.66,light rain,2021-01-17 23:04:22
299,Poplar Bluff,US,36.757,-90.3929,44.6,42,90,5.75,overcast clouds,2021-01-17 23:04:22
300,Bodrum,TR,37.0383,27.4292,41.0,81,40,3.44,scattered clouds,2021-01-17 23:04:22
301,Ixtacomitan,MX,17.4167,-93.1,72.43,82,66,3.58,broken clouds,2021-01-17 23:04:23
302,Lata,PT,40.1629,-8.3327,48.99,93,20,3.44,mist,2021-01-17 23:01:42
303,Naliya,IN,23.2667,68.8333,62.58,57,0,10.16,clear sky,2021-01-17 23:04:23
304,Jurm,AF,36.8648,70.8342,34.77,61,100,6.15,overcast clouds,2021-01-17 23:04:23
305,Brae,GB,60.3964,-1.353,44.6,81,75,26.46,light rain,2021-01-17 23:04:23
306,Kristinehamn,SE,59.3098,14.1081,30.2,100,90,9.22,overcast clouds,2021-01-17 23:04:24
307,Nanakuli,US,21.3906,-158.1547,78.01,69,90,4.61,overcast clouds,2021-01-17 23:04:24
308,Dhuri,IN,30.3667,75.8667,45.05,68,0,6.02,clear sky,2021-01-17 23:04:24
309,Leshukonskoye,RU,64.8989,45.7622,-6.84,91,94,3.04,overcast clouds,2021-01-17 23:04:24
310,Emilio Carranza,MX,19.9711,-96.6114,70.03,77,71,2.04,broken clouds,2021-01-17 23:04:24
311,Zhigansk,RU,66.7697,123.3711,-47.38,77,86,5.23,overcast clouds,2021-01-17 23:04:24
312,Denizli,TR,37.8402,29.0698,26.6,93,75,1.14,broken clouds,2021-01-17 23:04:25
313,Kantang,TH,7.4054,99.5156,73.47,85,64,4.32,broken clouds,2021-01-17 23:04:25
314,Heinola,FI,61.2056,26.0381,21.2,93,90,3.44,overcast clouds,2021-01-17 23:04:25
315,Kavieng,PG,-2.5744,150.7967,84.63,72,15,16.35,few clouds,2021-01-17 23:04:25
316,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,63,90,5.75,overcast clouds,2021-01-17 23:04:25
317,El Tigre,VE,8.8875,-64.2454,82.04,52,46,11.1,scattered clouds,2021-01-17 23:04:25
318,Broome,US,42.2506,-75.833,36.0,69,90,12.66,overcast clouds,2021-01-17 23:04:26
319,Tiksi,RU,71.6872,128.8694,-20.24,88,100,7.72,overcast clouds,2021-01-17 23:01:58
320,Tasiilaq,GL,65.6145,-37.6368,17.6,73,0,6.91,clear sky,2021-01-17 23:03:11
321,Saskylakh,RU,71.9167,114.0833,-28.03,84,72,6.15,broken clouds,2021-01-17 23:02:10
322,Carnarvon,AU,-24.8667,113.6333,80.6,78,98,5.75,overcast clouds,2021-01-17 23:04:26
323,Semikarakorsk,RU,47.5194,40.8112,17.6,93,90,13.42,heavy snow,2021-01-17 23:04:26
324,Puerto Suarez,BO,-18.95,-57.8,76.03,94,99,3.15,very heavy rain,2021-01-17 23:04:27
325,Isabela,PH,6.7085,121.9711,77.0,94,90,11.5,moderate rain,2021-01-17 23:04:27
326,Nizhniy Kuranakh,RU,58.8353,125.4869,-47.74,73,65,2.01,broken clouds,2021-01-17 23:04:27
327,Vasteras,SE,59.6162,16.5528,28.4,86,90,6.91,overcast clouds,2021-01-17 23:04:27
328,Pangnirtung,CA,66.1451,-65.7125,-16.69,80,86,2.98,overcast clouds,2021-01-17 23:04:27
329,Pacific Grove,US,36.6177,-121.9166,80.6,27,1,5.75,clear sky,2021-01-17 23:01:49
330,General Pico,AR,-35.6566,-63.7568,81.36,16,0,7.27,clear sky,2021-01-17 23:04:28
331,Come,BJ,6.4076,1.882,82.4,83,20,8.05,few clouds,2021-01-17 23:04:28
332,Kangaatsiaq,GL,68.3065,-53.4641,13.46,93,83,16.02,light snow,2021-01-17 23:04:28
333,Sisimiut,GL,66.9395,-53.6735,17.08,94,100,17.31,light snow,2021-01-17 23:04:28
334,Slonim,BY,53.0867,25.3219,-5.6,89,0,4.68,clear sky,2021-01-17 23:04:29
335,Bogorodskoye,RU,56.55,37.8833,-12.64,90,19,1.77,few clouds,2021-01-17 23:04:29
336,Kyabe,TD,9.4515,18.9449,73.81,20,14,5.95,few clouds,2021-01-17 23:04:29
337,Namibe,AO,-15.1961,12.1522,73.13,76,96,10.36,overcast clouds,2021-01-17 23:02:07
338,Mouila,GA,-1.8685,11.0559,73.11,94,69,0.92,light rain,2021-01-17 23:04:29
339,Tiznit,MA,29.5833,-9.5,54.23,48,0,1.86,clear sky,2021-01-17 23:04:31
340,Banda Aceh,ID,5.5577,95.3222,78.15,83,79,13.76,moderate rain,2021-01-17 23:04:31
341,Maple Creek,CA,49.9168,-109.4848,35.6,64,100,9.22,light snow,2021-01-17 23:04:31
342,Kolo,PL,52.2002,18.6387,1.99,85,25,2.59,scattered clouds,2021-01-17 23:04:31
343,Tari,NG,12.4086,4.4914,73.87,19,100,10.29,overcast clouds,2021-01-17 23:04:31
344,Penzance,GB,50.1186,-5.5371,44.6,81,75,11.5,moderate rain,2021-01-17 23:04:32
345,Yulara,AU,-25.2406,130.9889,69.8,24,0,11.5,clear sky,2021-01-17 23:04:32
346,Bairiki,KI,1.3292,172.9752,80.6,83,20,12.66,few clouds,2021-01-17 23:04:32
347,Coquimbo,CL,-29.9533,-71.3436,62.6,77,20,12.66,few clouds,2021-01-17 23:04:33
348,Bull Savanna,JM,17.8868,-77.5902,75.0,83,100,8.12,overcast clouds,2021-01-17 23:04:33
349,Rosetown,CA,51.5501,-108.0014,26.6,93,100,5.75,overcast clouds,2021-01-17 23:04:33
350,Palana,RU,59.1167,159.9667,3.67,93,100,22.57,overcast clouds,2021-01-17 23:04:33
351,Tezu,IN,27.9167,96.1667,60.84,45,2,3.8,clear sky,2021-01-17 23:04:34
352,Marystown,CA,47.1666,-55.1483,38.75,86,100,11.39,overcast clouds,2021-01-17 23:04:34
353,Hambantota,LK,6.1241,81.1185,75.51,83,96,11.56,overcast clouds,2021-01-17 23:04:34
354,Hayden,US,47.766,-116.7866,35.01,94,96,4.27,overcast clouds,2021-01-17 23:04:34
355,Acushnet,US,41.6807,-70.9078,42.8,49,1,10.36,clear sky,2021-01-17 23:04:34
356,Nouadhibou,MR,20.931,-17.0347,66.2,34,0,12.66,sand,2021-01-17 23:04:34
357,Miracema,BR,-21.4122,-42.1967,72.03,89,12,3.47,few clouds,2021-01-17 23:04:35
358,Anchorage,US,61.2181,-149.9003,34.0,80,90,2.53,overcast clouds,2021-01-17 23:04:35
359,Sechura,PE,-5.5569,-80.8222,78.08,63,99,18.52,overcast clouds,2021-01-17 23:04:35
360,Port Hawkesbury,CA,45.6169,-61.3485,39.2,70,75,20.71,broken clouds,2021-01-17 23:04:35
361,Brownsville,US,25.9018,-97.4975,71.6,60,75,11.5,broken clouds,2021-01-17 23:04:35
362,Pitimbu,BR,-7.4706,-34.8086,78.8,78,0,10.36,clear sky,2021-01-17 23:04:36
363,Hervey Bay,AU,-25.2986,152.8535,84.0,72,100,3.0,overcast clouds,2021-01-17 23:04:36
364,Bereznik,RU,62.8551,42.7072,9.79,96,100,4.27,light snow,2021-01-17 23:04:36
365,Diapaga,BF,12.0708,1.7889,73.29,20,99,6.6,overcast clouds,2021-01-17 23:04:36
366,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.25,89,98,2.84,light rain,2021-01-17 23:02:31
367,Belyy Yar,RU,53.6039,91.3903,17.6,73,0,6.71,clear sky,2021-01-17 23:02:36
368,Sinnar,SD,13.5691,33.5672,73.49,27,30,13.35,scattered clouds,2021-01-17 23:04:37
369,Kwekwe,ZW,-18.9281,29.8149,66.33,97,100,4.25,moderate rain,2021-01-17 23:04:37
370,Lavrentiya,RU,65.5833,-171.0,-10.97,82,100,10.02,overcast clouds,2021-01-17 23:04:37
371,Dawei,MM,14.0833,98.2,71.71,58,49,10.92,scattered clouds,2021-01-17 23:04:37
372,Taitung,TW,22.7583,121.1444,57.2,72,75,8.05,broken clouds,2021-01-17 23:04:37
373,Tura,IN,25.5198,90.2201,58.21,69,0,3.15,clear sky,2021-01-17 23:04:38
374,Moroto,UG,2.5345,34.6666,70.7,55,82,8.14,broken clouds,2021-01-17 23:04:38
375,Howard Springs,AU,-12.497,131.047,80.6,83,20,9.22,few clouds,2021-01-17 23:04:38
376,Rapid Valley,US,44.0625,-103.1463,41.0,33,90,3.44,overcast clouds,2021-01-17 23:04:38
377,Ginda,IN,30.6945,78.4932,43.32,49,0,4.29,clear sky,2021-01-17 23:04:38
378,Tabou,CI,4.423,-7.3528,78.67,83,0,6.73,clear sky,2021-01-17 23:04:39
379,Jumla,NP,29.2747,82.1838,38.32,67,0,3.42,clear sky,2021-01-17 23:04:39
380,Bodden Town,KY,19.2833,-81.25,80.6,74,20,8.05,few clouds,2021-01-17 23:04:39
381,Cidreira,BR,-30.1811,-50.2056,74.55,91,100,12.91,moderate rain,2021-01-17 23:04:39
382,Saint-Marc-Des-Carrieres,CA,46.6834,-72.0491,30.2,100,100,5.75,overcast clouds,2021-01-17 23:04:40
383,Mitu,CO,1.1983,-70.1733,75.99,86,80,2.73,broken clouds,2021-01-17 23:04:40
384,Straumen,NO,63.8709,11.2999,30.0,79,40,4.61,scattered clouds,2021-01-17 23:04:40
385,Kaitangata,NZ,-46.2817,169.8464,62.01,42,57,8.01,broken clouds,2021-01-17 23:04:40
386,Mocuba,MZ,-16.8392,36.9856,76.19,93,95,2.75,overcast clouds,2021-01-17 23:04:40
387,San Cristobal,VE,7.7669,-72.225,82.4,65,40,6.91,scattered clouds,2021-01-17 23:04:41
388,Salinopolis,BR,-0.6136,-47.3561,79.79,83,78,8.9,light rain,2021-01-17 23:04:41
389,Mwinilunga,ZM,-11.7358,24.4293,62.73,94,100,3.76,overcast clouds,2021-01-17 23:04:41
390,Turan,VN,16.0678,108.2208,68.0,73,40,9.22,light rain,2021-01-17 23:04:41
391,Puerto Carreno,CO,6.189,-67.4859,84.07,53,77,13.35,broken clouds,2021-01-17 23:04:41
392,Nayoro,JP,44.3506,142.4578,12.2,85,75,1.14,snow,2021-01-17 23:04:41
393,Sao Francisco,BR,-15.9486,-44.8644,72.39,81,75,3.85,light rain,2021-01-17 23:04:42
394,Horadiz,AZ,39.4488,47.3353,30.2,100,0,6.91,clear sky,2021-01-17 23:04:42
395,Vestmannaeyjar,IS,63.4427,-20.2734,36.81,81,100,28.1,overcast clouds,2021-01-17 23:02:35
396,Luzhou,CN,28.8724,105.4405,38.7,78,22,3.22,few clouds,2021-01-17 23:04:42
397,Shahrud,IR,36.4182,54.9763,36.16,80,0,1.57,clear sky,2021-01-17 23:04:42
398,Miraflores,MX,19.2167,-98.8083,59.0,54,75,8.05,broken clouds,2021-01-17 23:04:42
399,Namatanai,PG,-3.6667,152.4333,84.49,69,74,12.84,broken clouds,2021-01-17 23:04:43
400,Narasannapeta,IN,18.4167,84.05,70.48,82,62,6.87,broken clouds,2021-01-17 23:04:43
401,Korla,CN,41.7597,86.1469,13.93,83,5,0.69,clear sky,2021-01-17 23:04:43
402,Ancud,CL,-41.8697,-73.8203,62.6,67,0,6.91,clear sky,2021-01-17 23:04:43
403,Juneau,US,58.3019,-134.4197,42.8,81,90,8.05,light rain,2021-01-17 23:04:27
404,Clyde River,CA,70.4692,-68.5914,6.8,92,90,25.32,snow,2021-01-17 23:04:44
405,Mossendjo,CG,-2.9506,12.7261,69.49,99,90,2.57,overcast clouds,2021-01-17 23:04:44
406,North Bend,US,43.4065,-124.2243,55.99,87,1,14.97,clear sky,2021-01-17 23:04:45
407,Kant,IN,27.8,79.8,50.74,76,0,5.88,clear sky,2021-01-17 23:04:45
408,Inuvik,CA,68.3499,-133.7218,-4.0,84,77,4.61,broken clouds,2021-01-17 23:04:45
409,Yarada,IN,17.65,83.2667,69.8,100,20,2.3,mist,2021-01-17 23:04:45
410,Indian Head,US,38.6001,-77.1622,44.6,49,90,4.61,overcast clouds,2021-01-17 23:04:45
411,Tatui,BR,-23.3556,-47.8569,75.0,82,100,1.99,light rain,2021-01-17 23:01:41
412,Kamenka,RU,51.3223,42.7678,-2.99,87,100,3.85,overcast clouds,2021-01-17 23:04:46
413,Ariquemes,BR,-9.9133,-63.0408,75.13,95,99,2.89,overcast clouds,2021-01-17 23:01:51
414,Abong Mbang,CM,3.9833,13.1833,69.08,64,59,3.47,broken clouds,2021-01-17 23:04:46
415,Sorland,NO,67.667,12.6934,30.2,93,75,3.44,broken clouds,2021-01-17 23:04:46
416,Dawson Creek,CA,55.7666,-120.2362,41.0,56,1,12.66,clear sky,2021-01-17 23:04:46
417,Mayo,US,38.8876,-76.5119,46.4,46,90,8.14,overcast clouds,2021-01-17 23:04:46
418,Khovu-Aksy,RU,51.1333,93.6,-1.79,78,62,1.16,broken clouds,2021-01-17 23:04:47
419,Berdigestyakh,RU,62.0989,126.6992,-47.18,76,99,3.53,overcast clouds,2021-01-17 23:04:47
420,Scottsbluff,US,41.8666,-103.6672,46.4,31,1,8.05,clear sky,2021-01-17 23:04:47
421,Sola,VU,-13.8833,167.55,84.2,89,75,13.53,broken clouds,2021-01-17 23:04:47
422,Novikovo,RU,51.1537,37.8879,1.17,92,100,4.5,light snow,2021-01-17 23:04:48
423,Camacha,PT,33.0833,-16.3333,57.2,62,75,5.75,broken clouds,2021-01-17 23:04:48
424,Kahului,US,20.8947,-156.47,80.6,65,75,9.22,light rain,2021-01-17 23:04:48
425,Ha Giang,VN,22.8333,104.9833,46.44,64,20,2.53,few clouds,2021-01-17 23:04:48
426,Okha,RU,53.5739,142.9478,-19.25,86,33,13.6,scattered clouds,2021-01-17 23:04:48
427,Kalengwa,ZM,-13.4659,25.0027,65.1,95,100,4.54,overcast clouds,2021-01-17 23:04:49
428,Deputatskiy,RU,69.3,139.9,-35.32,85,97,1.45,overcast clouds,2021-01-17 23:02:01
429,Uglegorskiy,RU,48.2427,41.2531,13.39,96,100,14.41,snow,2021-01-17 23:04:50
430,Awbari,LY,26.5921,12.7805,42.08,64,0,3.65,clear sky,2021-01-17 23:04:50
431,Moerai,PF,-22.4333,-151.3333,80.91,70,18,7.63,few clouds,2021-01-17 23:04:50
432,Broken Hill,AU,-31.95,141.4333,60.8,55,9,18.41,clear sky,2021-01-17 23:04:50
433,Altay,CN,47.8667,88.1167,12.24,60,50,1.66,scattered clouds,2021-01-17 23:04:50
434,Kemijarvi,FI,66.7131,27.4306,12.16,95,98,5.21,overcast clouds,2021-01-17 23:04:51
435,Sambava,MG,-14.2667,50.1667,77.36,88,60,5.95,light rain,2021-01-17 23:04:51
436,Hastings,GB,50.8552,0.5729,39.99,80,100,1.99,overcast clouds,2021-01-17 23:04:51
437,Tessalit,ML,20.1986,1.0114,63.59,25,3,15.23,clear sky,2021-01-17 23:04:51
438,Coahuayana,MX,18.7333,-103.6833,80.6,57,75,5.23,broken clouds,2021-01-17 23:04:51
439,Ziro,IN,27.6333,93.8333,36.48,100,0,2.84,clear sky,2021-01-17 23:04:52
440,The Valley,AI,18.217,-63.0578,78.8,83,20,9.22,few clouds,2021-01-17 23:04:52
441,Manaquiri,BR,-3.3167,-60.35,84.2,79,20,2.3,few clouds,2021-01-17 23:04:52
442,Chapais,CA,49.7834,-74.8492,15.8,92,90,16.11,light snow,2021-01-17 23:02:44
443,Erenhot,CN,43.6475,111.9767,-1.35,86,0,1.68,clear sky,2021-01-17 23:03:29
444,Ampanihy,MG,-24.7,44.75,75.24,84,96,4.29,overcast clouds,2021-01-17 23:04:52
445,Putnok,HU,48.3,20.4333,20.64,95,47,0.51,scattered clouds,2021-01-17 23:04:53
446,Saint-Augustin,CA,51.226,-58.6502,36.97,93,100,26.35,moderate rain,2021-01-17 23:00:44
447,Narsaq,GL,60.9167,-46.05,21.2,68,75,6.71,broken clouds,2021-01-17 23:03:11
448,Erzin,TR,36.9559,36.2,57.99,70,28,23.0,scattered clouds,2021-01-17 23:04:53
449,Megion,RU,61.0296,76.1136,1.4,85,90,4.47,overcast clouds,2021-01-17 23:04:53
450,Praia,CV,14.9215,-23.5087,71.6,73,0,17.27,clear sky,2021-01-17 23:04:54
451,Okhotsk,RU,59.3833,143.3,-18.35,74,100,19.6,overcast clouds,2021-01-17 23:02:47
452,Oktyabrskoye,RU,43.0645,44.7417,30.2,100,100,6.71,overcast clouds,2021-01-17 23:04:54
453,Paamiut,GL,61.994,-49.6678,27.86,93,100,8.9,overcast clouds,2021-01-17 23:04:54
454,Shache,CN,38.4167,77.2406,16.7,84,25,1.14,scattered clouds,2021-01-17 23:04:54
455,Alyangula,AU,-13.8483,136.4192,78.8,78,90,4.61,overcast clouds,2021-01-17 23:04:54
456,Mehriz,IR,31.5917,54.4318,44.6,53,0,2.3,clear sky,2021-01-17 23:04:54
457,Tripoli,LY,32.8752,13.1875,54.3,62,15,19.69,few clouds,2021-01-17 23:04:51
458,Fukue,JP,32.6881,128.8419,43.27,65,100,11.68,overcast clouds,2021-01-17 23:04:55
459,Kieta,PG,-6.2167,155.6333,83.91,72,80,6.24,light rain,2021-01-17 23:04:55
460,Egvekinot,RU,66.3167,-179.1667,-15.05,87,100,11.03,overcast clouds,2021-01-17 23:04:55
461,Godfrey,US,38.9556,-90.1868,34.0,86,90,11.5,overcast clouds,2021-01-17 23:03:41
462,Saint-Pierre,RE,-21.3393,55.4781,78.8,73,0,4.61,clear sky,2021-01-17 23:04:55
